WorkOrderID,Timestamp,ProductID,ProcessStep,MachineID,InputWeight_kg,GoodWeight_kg,ScrapWeight_kg,DurationHrs,EnergyConsumed_kWh,LossRateAssumed
WO-2024-M10-03468,2024-07-01,P-M10-BN-002,盤元進料/酸洗,盤元-M1,847.6,843.36,4.24,0.3,13.38,0.005
WO-2024-M10-03468,2024-07-01,P-M10-BN-002,抽線,抽線-M5,843.36,830.71,12.65,3.1,80.26,0.015
WO-2024-M10-03468,2024-07-01,P-M10-BN-002,成型,成型-M1,830.71,805.79,24.92,6.3,120.38,0.03
WO-2024-M10-03468,2024-07-01,P-M10-BN-002,檢測與包裝,檢測-M4,805.79,801.76,4.03,1.1,53.5,0.005
WO-2024-M12-03469,2024-07-01,P-M12-EH-001,盤元進料/酸洗,盤元-M4,805.7,801.67,4.03,0.3,11.49,0.005
WO-2024-M12-03469,2024-07-01,P-M12-EH-001,抽線,抽線-M4,801.67,789.64,12.03,1.7,68.95,0.015
WO-2024-M12-03469,2024-07-01,P-M12-EH-001,成型,成型-M1,789.64,765.95,23.69,2.3,103.42,0.03
WO-2024-M12-03469,2024-07-01,P-M12-EH-001,檢測與包裝,檢測-M5,765.95,762.12,3.83,2.4,45.96,0.005
WO-2024-M10-03470,2024-07-01,P-M10-BN-002,盤元進料/酸洗,盤元-M1,632.2,629.04,3.16,0.4,9.98,0.005
WO-2024-M10-03470,2024-07-01,P-M10-BN-002,抽線,抽線-M2,629.04,619.6,9.44,1.9,59.86,0.015
WO-2024-M10-03470,2024-07-01,P-M10-BN-002,成型,成型-M3,619.6,601.01,18.59,4.8,89.79,0.03
WO-2024-M10-03470,2024-07-01,P-M10-BN-002,檢測與包裝,檢測-M2,601.01,598,3.01,1.1,39.91,0.005
WO-2024-M10-03471,2024-07-01,P-M10-BN-002,盤元進料/酸洗,盤元-M5,775.8,771.92,3.88,0.3,12.24,0.005
WO-2024-M10-03471,2024-07-01,P-M10-BN-002,抽線,抽線-M5,771.92,760.34,11.58,5.2,73.45,0.015
WO-2024-M10-03471,2024-07-01,P-M10-BN-002,成型,成型-M3,760.34,737.53,22.81,2.9,110.17,0.03
WO-2024-M10-03471,2024-07-01,P-M10-BN-002,檢測與包裝,檢測-M3,737.53,733.84,3.69,1,48.97,0.005
WO-2024-M10-03472,2024-07-01,P-M10-BN-002,盤元進料/酸洗,盤元-M3,316.6,315.02,1.58,0.5,5,0.005
WO-2024-M10-03472,2024-07-01,P-M10-BN-002,抽線,抽線-M4,315.02,310.29,4.73,2.1,29.97,0.015
WO-2024-M10-03472,2024-07-01,P-M10-BN-002,成型,成型-M5,310.29,300.98,9.31,0.9,44.96,0.03
WO-2024-M10-03472,2024-07-01,P-M10-BN-002,檢測與包裝,檢測-M4,300.98,299.48,1.5,0.7,19.98,0.005
WO-2024-M10-03473,2024-07-01,P-M10-BN-002,盤元進料/酸洗,盤元-M2,695.5,692.02,3.48,0.9,10.98,0.005
WO-2024-M10-03473,2024-07-01,P-M10-BN-002,抽線,抽線-M4,692.02,681.64,10.38,3.3,65.85,0.015
WO-2024-M10-03473,2024-07-01,P-M10-BN-002,成型,成型-M5,681.64,661.19,20.45,8.8,98.78,0.03
WO-2024-M10-03473,2024-07-01,P-M10-BN-002,檢測與包裝,檢測-M3,661.19,657.88,3.31,1.4,43.9,0.005
WO-2024-CS-03474,2024-07-02,P-CS-BS-003,盤元進料/酸洗,盤元-M5,13032.2,12967.04,65.16,4.7,206.25,0.005
WO-2024-CS-03474,2024-07-02,P-CS-BS-003,抽線,抽線-M1,12967.04,12772.53,194.51,43.8,1237.49,0.015
WO-2024-CS-03474,2024-07-02,P-CS-BS-003,成型,成型-M5,12772.53,12389.35,383.18,120.3,1856.24,0.03
WO-2024-CS-03474,2024-07-02,P-CS-BS-003,檢測與包裝,檢測-M1,12389.35,12327.4,61.95,17.7,825,0.005
WO-2024-CS-03475,2024-07-02,P-CS-BS-003,盤元進料/酸洗,盤元-M3,11488.8,11431.36,57.44,8.3,181.82,0.005
WO-2024-CS-03475,2024-07-02,P-CS-BS-003,抽線,抽線-M2,11431.36,11259.89,171.47,77.6,1090.94,0.015
WO-2024-CS-03475,2024-07-02,P-CS-BS-003,成型,成型-M5,11259.89,10922.09,337.8,34.1,1636.41,0.03
WO-2024-CS-03475,2024-07-02,P-CS-BS-003,檢測與包裝,檢測-M4,10922.09,10867.48,54.61,22.8,727.29,0.005
WO-2024-M12-03476,2024-07-02,P-M12-EH-001,盤元進料/酸洗,盤元-M1,1670.9,1662.55,8.35,0.6,23.83,0.005
WO-2024-M12-03476,2024-07-02,P-M12-EH-001,抽線,抽線-M1,1662.55,1637.61,24.94,4.7,142.99,0.015
WO-2024-M12-03476,2024-07-02,P-M12-EH-001,成型,成型-M4,1637.61,1588.48,49.13,14.4,214.49,0.03
WO-2024-M12-03476,2024-07-02,P-M12-EH-001,檢測與包裝,檢測-M4,1588.48,1580.54,7.94,2.1,95.33,0.005
WO-2024-M10-03477,2024-07-02,P-M10-BN-002,盤元進料/酸洗,盤元-M4,854.4,850.13,4.27,0.4,13.48,0.005
WO-2024-M10-03477,2024-07-02,P-M10-BN-002,抽線,抽線-M4,850.13,837.38,12.75,2.1,80.89,0.015
WO-2024-M10-03477,2024-07-02,P-M10-BN-002,成型,成型-M5,837.38,812.26,25.12,2.9,121.34,0.03
WO-2024-M10-03477,2024-07-02,P-M10-BN-002,檢測與包裝,檢測-M1,812.26,808.2,4.06,1.2,53.93,0.005
WO-2024-M12-03478,2024-07-02,P-M12-EH-001,盤元進料/酸洗,盤元-M5,3037.2,3022.01,15.19,1.4,43.32,0.005
WO-2024-M12-03478,2024-07-02,P-M12-EH-001,抽線,抽線-M5,3022.01,2976.68,45.33,21.3,259.92,0.015
WO-2024-M12-03478,2024-07-02,P-M12-EH-001,成型,成型-M2,2976.68,2887.38,89.3,13.9,389.88,0.03
WO-2024-M12-03478,2024-07-02,P-M12-EH-001,檢測與包裝,檢測-M3,2887.38,2872.94,14.44,9.6,173.28,0.005
WO-2024-M12-03479,2024-07-02,P-M12-EH-001,盤元進料/酸洗,盤元-M3,1782.7,1773.79,8.91,1.1,25.43,0.005
WO-2024-M12-03479,2024-07-02,P-M12-EH-001,抽線,抽線-M1,1773.79,1747.18,26.61,5.4,152.56,0.015
WO-2024-M12-03479,2024-07-02,P-M12-EH-001,成型,成型-M5,1747.18,1694.76,52.42,5.6,228.85,0.03
WO-2024-M12-03479,2024-07-02,P-M12-EH-001,檢測與包裝,檢測-M1,1694.76,1686.29,8.47,2.4,101.71,0.005
WO-2024-M10-03480,2024-07-02,P-M10-BN-002,盤元進料/酸洗,盤元-M4,501.4,498.89,2.51,0.3,7.91,0.005
WO-2024-M10-03480,2024-07-02,P-M10-BN-002,抽線,抽線-M2,498.89,491.41,7.48,1.4,47.47,0.015
WO-2024-M10-03480,2024-07-02,P-M10-BN-002,成型,成型-M1,491.41,476.67,14.74,1.9,71.21,0.03
WO-2024-M10-03480,2024-07-02,P-M10-BN-002,檢測與包裝,檢測-M5,476.67,474.29,2.38,1.5,31.65,0.005
WO-2024-M10-03481,2024-07-02,P-M10-BN-002,盤元進料/酸洗,盤元-M2,507.3,504.76,2.54,0.6,8.01,0.005
WO-2024-M10-03481,2024-07-02,P-M10-BN-002,抽線,抽線-M4,504.76,497.19,7.57,4.7,48.03,0.015
WO-2024-M10-03481,2024-07-02,P-M10-BN-002,成型,成型-M4,497.19,482.27,14.92,1.8,72.05,0.03
WO-2024-M10-03481,2024-07-02,P-M10-BN-002,檢測與包裝,檢測-M4,482.27,479.86,2.41,1.7,32.02,0.005
WO-2024-CS-03482,2024-07-02,P-CS-BS-003,盤元進料/酸洗,盤元-M5,9131.8,9086.14,45.66,3.8,144.52,0.005
WO-2024-CS-03482,2024-07-02,P-CS-BS-003,抽線,抽線-M2,9086.14,8949.85,136.29,39,867.12,0.015
WO-2024-CS-03482,2024-07-02,P-CS-BS-003,成型,成型-M3,8949.85,8681.35,268.5,33.9,1300.68,0.03
WO-2024-CS-03482,2024-07-02,P-CS-BS-003,檢測與包裝,檢測-M3,8681.35,8637.94,43.41,16.7,578.08,0.005
WO-2024-M10-03483,2024-07-02,P-M10-BN-002,盤元進料/酸洗,盤元-M4,523.4,520.78,2.62,0.3,8.26,0.005
WO-2024-M10-03483,2024-07-02,P-M10-BN-002,抽線,抽線-M2,520.78,512.97,7.81,2.8,49.55,0.015
WO-2024-M10-03483,2024-07-02,P-M10-BN-002,成型,成型-M3,512.97,497.58,15.39,2.5,74.33,0.03
WO-2024-M10-03483,2024-07-02,P-M10-BN-002,檢測與包裝,檢測-M4,497.58,495.09,2.49,1.8,33.04,0.005
WO-2024-M10-03484,2024-07-02,P-M10-BN-002,盤元進料/酸洗,盤元-M5,444.3,442.08,2.22,0.1,7.01,0.005
WO-2024-M10-03484,2024-07-02,P-M10-BN-002,抽線,抽線-M3,442.08,435.45,6.63,1.8,42.07,0.015
WO-2024-M10-03484,2024-07-02,P-M10-BN-002,成型,成型-M5,435.45,422.39,13.06,2.5,63.1,0.03
WO-2024-M10-03484,2024-07-02,P-M10-BN-002,檢測與包裝,檢測-M3,422.39,420.28,2.11,2,28.04,0.005
WO-2024-M12-03485,2024-07-02,P-M12-EH-001,盤元進料/酸洗,盤元-M5,2279.5,2268.1,11.4,0.9,32.51,0.005
WO-2024-M12-03485,2024-07-02,P-M12-EH-001,抽線,抽線-M5,2268.1,2234.08,34.02,6.2,195.07,0.015
WO-2024-M12-03485,2024-07-02,P-M12-EH-001,成型,成型-M4,2234.08,2167.06,67.02,7.8,292.61,0.03
WO-2024-M12-03485,2024-07-02,P-M12-EH-001,檢測與包裝,檢測-M2,2167.06,2156.22,10.84,3.5,130.05,0.005
WO-2024-M10-03486,2024-07-02,P-M10-BN-002,盤元進料/酸洗,盤元-M4,581.5,578.59,2.91,0.4,9.18,0.005
WO-2024-M10-03486,2024-07-02,P-M10-BN-002,抽線,抽線-M3,578.59,569.91,8.68,1.5,55.05,0.015
WO-2024-M10-03486,2024-07-02,P-M10-BN-002,成型,成型-M4,569.91,552.81,17.1,4.8,82.58,0.03
WO-2024-M10-03486,2024-07-02,P-M10-BN-002,檢測與包裝,檢測-M5,552.81,550.05,2.76,3.3,36.7,0.005
WO-2024-M10-03487,2024-07-02,P-M10-BN-002,盤元進料/酸洗,盤元-M4,641.1,637.89,3.21,0.4,10.12,0.005
WO-2024-M10-03487,2024-07-02,P-M10-BN-002,抽線,抽線-M1,637.89,628.32,9.57,2,60.7,0.015
WO-2024-M10-03487,2024-07-02,P-M10-BN-002,成型,成型-M1,628.32,609.47,18.85,1.9,91.05,0.03
WO-2024-M10-03487,2024-07-02,P-M10-BN-002,檢測與包裝,檢測-M3,609.47,606.42,3.05,1.5,40.47,0.005
WO-2024-M10-03488,2024-07-02,P-M10-BN-002,盤元進料/酸洗,盤元-M5,823.7,819.58,4.12,0.8,13,0.005
WO-2024-M10-03488,2024-07-02,P-M10-BN-002,抽線,抽線-M4,819.58,807.29,12.29,2,77.99,0.015
WO-2024-M10-03488,2024-07-02,P-M10-BN-002,成型,成型-M4,807.29,783.07,24.22,2.5,116.99,0.03
WO-2024-M10-03488,2024-07-02,P-M10-BN-002,檢測與包裝,檢測-M3,783.07,779.15,3.92,2.9,51.99,0.005
WO-2024-M10-03489,2024-07-02,P-M10-BN-002,盤元進料/酸洗,盤元-M3,334.4,332.73,1.67,0.2,5.28,0.005
WO-2024-M10-03489,2024-07-02,P-M10-BN-002,抽線,抽線-M4,332.73,327.74,4.99,1.9,31.66,0.015
WO-2024-M10-03489,2024-07-02,P-M10-BN-002,成型,成型-M3,327.74,317.91,9.83,1.2,47.49,0.03
WO-2024-M10-03489,2024-07-02,P-M10-BN-002,檢測與包裝,檢測-M3,317.91,316.32,1.59,0.5,21.11,0.005
WO-2024-CS-03490,2024-07-02,P-CS-BS-003,盤元進料/酸洗,盤元-M1,8742.2,8698.49,43.71,3.8,138.36,0.005
WO-2024-CS-03490,2024-07-02,P-CS-BS-003,抽線,抽線-M1,8698.49,8568.01,130.48,35,830.13,0.015
WO-2024-CS-03490,2024-07-02,P-CS-BS-003,成型,成型-M3,8568.01,8310.97,257.04,43.1,1245.2,0.03
WO-2024-CS-03490,2024-07-02,P-CS-BS-003,檢測與包裝,檢測-M3,8310.97,8269.42,41.55,16.4,553.42,0.005
WO-2024-CS-03491,2024-07-02,P-CS-BS-003,盤元進料/酸洗,盤元-M2,6732.7,6699.04,33.66,3.9,106.55,0.005
WO-2024-CS-03491,2024-07-02,P-CS-BS-003,抽線,抽線-M2,6699.04,6598.55,100.49,12.8,639.32,0.015
WO-2024-CS-03491,2024-07-02,P-CS-BS-003,成型,成型-M3,6598.55,6400.59,197.96,36.1,958.98,0.03
WO-2024-CS-03491,2024-07-02,P-CS-BS-003,檢測與包裝,檢測-M4,6400.59,6368.59,32,30.1,426.21,0.005
WO-2024-M10-03492,2024-07-02,P-M10-BN-002,盤元進料/酸洗,盤元-M4,429.3,427.15,2.15,0.2,6.78,0.005
WO-2024-M10-03492,2024-07-02,P-M10-BN-002,抽線,抽線-M2,427.15,420.74,6.41,0.8,40.65,0.015
WO-2024-M10-03492,2024-07-02,P-M10-BN-002,成型,成型-M3,420.74,408.12,12.62,2.2,60.98,0.03
WO-2024-M10-03492,2024-07-02,P-M10-BN-002,檢測與包裝,檢測-M4,408.12,406.08,2.04,1.1,27.1,0.005
WO-2024-M10-03493,2024-07-02,P-M10-BN-002,盤元進料/酸洗,盤元-M5,628.4,625.26,3.14,0.2,9.92,0.005
WO-2024-M10-03493,2024-07-02,P-M10-BN-002,抽線,抽線-M5,625.26,615.88,9.38,1.3,59.5,0.015
WO-2024-M10-03493,2024-07-02,P-M10-BN-002,成型,成型-M1,615.88,597.4,18.48,4,89.25,0.03
WO-2024-M10-03493,2024-07-02,P-M10-BN-002,檢測與包裝,檢測-M3,597.4,594.41,2.99,0.8,39.67,0.005
WO-2024-M12-03494,2024-07-02,P-M12-EH-001,盤元進料/酸洗,盤元-M3,1122.5,1116.89,5.61,0.6,16.01,0.005
WO-2024-M12-03494,2024-07-02,P-M12-EH-001,抽線,抽線-M2,1116.89,1100.14,16.75,5.1,96.06,0.015
WO-2024-M12-03494,2024-07-02,P-M12-EH-001,成型,成型-M2,1100.14,1067.14,33,11.1,144.09,0.03
WO-2024-M12-03494,2024-07-02,P-M12-EH-001,檢測與包裝,檢測-M3,1067.14,1061.8,5.34,1.3,64.04,0.005
WO-2024-CS-03495,2024-07-03,P-CS-BS-003,盤元進料/酸洗,盤元-M2,4727.8,4704.16,23.64,6.6,74.82,0.005
WO-2024-CS-03495,2024-07-03,P-CS-BS-003,抽線,抽線-M4,4704.16,4633.6,70.56,11.3,448.94,0.015
WO-2024-CS-03495,2024-07-03,P-CS-BS-003,成型,成型-M2,4633.6,4494.59,139.01,23.3,673.41,0.03
WO-2024-CS-03495,2024-07-03,P-CS-BS-003,檢測與包裝,檢測-M3,4494.59,4472.12,22.47,6.4,299.29,0.005
WO-2024-CS-03496,2024-07-03,P-CS-BS-003,盤元進料/酸洗,盤元-M5,5084,5058.58,25.42,4.6,80.46,0.005
WO-2024-CS-03496,2024-07-03,P-CS-BS-003,抽線,抽線-M5,5058.58,4982.7,75.88,13.9,482.76,0.015
WO-2024-CS-03496,2024-07-03,P-CS-BS-003,成型,成型-M4,4982.7,4833.22,149.48,37.1,724.13,0.03
WO-2024-CS-03496,2024-07-03,P-CS-BS-003,檢測與包裝,檢測-M4,4833.22,4809.05,24.17,6.9,321.84,0.005
WO-2024-CS-03497,2024-07-03,P-CS-BS-003,盤元進料/酸洗,盤元-M5,8769.1,8725.25,43.85,4.7,138.78,0.005
WO-2024-CS-03497,2024-07-03,P-CS-BS-003,抽線,抽線-M5,8725.25,8594.37,130.88,45.6,832.68,0.015
WO-2024-CS-03497,2024-07-03,P-CS-BS-003,成型,成型-M3,8594.37,8336.54,257.83,58.6,1249.02,0.03
WO-2024-CS-03497,2024-07-03,P-CS-BS-003,檢測與包裝,檢測-M3,8336.54,8294.86,41.68,16.9,555.12,0.005
WO-2024-CS-03498,2024-07-03,P-CS-BS-003,盤元進料/酸洗,盤元-M4,4774.1,4750.23,23.87,3.7,75.56,0.005
WO-2024-CS-03498,2024-07-03,P-CS-BS-003,抽線,抽線-M5,4750.23,4678.98,71.25,35.5,453.33,0.015
WO-2024-CS-03498,2024-07-03,P-CS-BS-003,成型,成型-M3,4678.98,4538.61,140.37,19,680,0.03
WO-2024-CS-03498,2024-07-03,P-CS-BS-003,檢測與包裝,檢測-M1,4538.61,4515.92,22.69,27.1,302.22,0.005
WO-2024-CS-03499,2024-07-03,P-CS-BS-003,盤元進料/酸洗,盤元-M1,14088.9,14018.46,70.44,10.3,222.97,0.005
WO-2024-CS-03499,2024-07-03,P-CS-BS-003,抽線,抽線-M5,14018.46,13808.18,210.28,39,1337.84,0.015
WO-2024-CS-03499,2024-07-03,P-CS-BS-003,成型,成型-M2,13808.18,13393.93,414.25,101.8,2006.75,0.03
WO-2024-CS-03499,2024-07-03,P-CS-BS-003,檢測與包裝,檢測-M1,13393.93,13326.96,66.97,24.2,891.89,0.005
WO-2024-M10-03500,2024-07-03,P-M10-BN-002,盤元進料/酸洗,盤元-M1,830.3,826.15,4.15,0.3,13.1,0.005
WO-2024-M10-03500,2024-07-03,P-M10-BN-002,抽線,抽線-M4,826.15,813.76,12.39,1.8,78.61,0.015
WO-2024-M10-03500,2024-07-03,P-M10-BN-002,成型,成型-M3,813.76,789.35,24.41,3,117.92,0.03
WO-2024-M10-03500,2024-07-03,P-M10-BN-002,檢測與包裝,檢測-M4,789.35,785.4,3.95,3.1,52.41,0.005
WO-2024-M10-03501,2024-07-03,P-M10-BN-002,盤元進料/酸洗,盤元-M4,186.2,185.27,0.93,0.3,2.94,0.005
WO-2024-M10-03501,2024-07-03,P-M10-BN-002,抽線,抽線-M2,185.27,182.49,2.78,0.4,17.63,0.015
WO-2024-M10-03501,2024-07-03,P-M10-BN-002,成型,成型-M3,182.49,177.02,5.47,1.6,26.44,0.03
WO-2024-M10-03501,2024-07-03,P-M10-BN-002,檢測與包裝,檢測-M2,177.02,176.13,0.89,0.4,11.75,0.005
WO-2024-CS-03502,2024-07-03,P-CS-BS-003,盤元進料/酸洗,盤元-M4,13064.8,12999.48,65.32,8,206.76,0.005
WO-2024-CS-03502,2024-07-03,P-CS-BS-003,抽線,抽線-M5,12999.48,12804.49,194.99,63.5,1240.59,0.015
WO-2024-CS-03502,2024-07-03,P-CS-BS-003,成型,成型-M5,12804.49,12420.36,384.13,87.2,1860.88,0.03
WO-2024-CS-03502,2024-07-03,P-CS-BS-003,檢測與包裝,檢測-M5,12420.36,12358.26,62.1,51.8,827.06,0.005
WO-2024-CS-03503,2024-07-03,P-CS-BS-003,盤元進料/酸洗,盤元-M1,8131.3,8090.64,40.66,3.3,128.69,0.005
WO-2024-CS-03503,2024-07-03,P-CS-BS-003,抽線,抽線-M5,8090.64,7969.28,121.36,22.2,772.12,0.015
WO-2024-CS-03503,2024-07-03,P-CS-BS-003,成型,成型-M2,7969.28,7730.2,239.08,62.6,1158.18,0.03
WO-2024-CS-03503,2024-07-03,P-CS-BS-003,檢測與包裝,檢測-M3,7730.2,7691.55,38.65,13,514.75,0.005
WO-2024-M12-03504,2024-07-03,P-M12-EH-001,盤元進料/酸洗,盤元-M2,1796.5,1787.52,8.98,0.5,25.62,0.005
WO-2024-M12-03504,2024-07-03,P-M12-EH-001,抽線,抽線-M3,1787.52,1760.71,26.81,4.2,153.74,0.015
WO-2024-M12-03504,2024-07-03,P-M12-EH-001,成型,成型-M5,1760.71,1707.89,52.82,9.2,230.62,0.03
WO-2024-M12-03504,2024-07-03,P-M12-EH-001,檢測與包裝,檢測-M1,1707.89,1699.35,8.54,2.1,102.5,0.005
WO-2024-M12-03505,2024-07-03,P-M12-EH-001,盤元進料/酸洗,盤元-M3,1416.9,1409.82,7.08,0.6,20.21,0.005
WO-2024-M12-03505,2024-07-03,P-M12-EH-001,抽線,抽線-M3,1409.82,1388.67,21.15,2.7,121.25,0.015
WO-2024-M12-03505,2024-07-03,P-M12-EH-001,成型,成型-M4,1388.67,1347.01,41.66,4.6,181.88,0.03
WO-2024-M12-03505,2024-07-03,P-M12-EH-001,檢測與包裝,檢測-M1,1347.01,1340.27,6.74,4.7,80.83,0.005
WO-2024-M12-03506,2024-07-03,P-M12-EH-001,盤元進料/酸洗,盤元-M5,2500.1,2487.6,12.5,1,35.66,0.005
WO-2024-M12-03506,2024-07-03,P-M12-EH-001,抽線,抽線-M2,2487.6,2450.29,37.31,11,213.95,0.015
WO-2024-M12-03506,2024-07-03,P-M12-EH-001,成型,成型-M4,2450.29,2376.78,73.51,6.7,320.93,0.03
WO-2024-M12-03506,2024-07-03,P-M12-EH-001,檢測與包裝,檢測-M5,2376.78,2364.9,11.88,4.9,142.64,0.005
WO-2024-M10-03507,2024-07-03,P-M10-BN-002,盤元進料/酸洗,盤元-M1,846.3,842.07,4.23,0.9,13.35,0.005
WO-2024-M10-03507,2024-07-03,P-M10-BN-002,抽線,抽線-M3,842.07,829.44,12.63,6.8,80.13,0.015
WO-2024-M10-03507,2024-07-03,P-M10-BN-002,成型,成型-M4,829.44,804.56,24.88,6.2,120.19,0.03
WO-2024-M10-03507,2024-07-03,P-M10-BN-002,檢測與包裝,檢測-M2,804.56,800.54,4.02,2.3,53.42,0.005
WO-2024-CS-03508,2024-07-03,P-CS-BS-003,盤元進料/酸洗,盤元-M1,4535,4512.32,22.68,3.3,71.77,0.005
WO-2024-CS-03508,2024-07-03,P-CS-BS-003,抽線,抽線-M2,4512.32,4444.64,67.68,19.9,430.63,0.015
WO-2024-CS-03508,2024-07-03,P-CS-BS-003,成型,成型-M2,4444.64,4311.3,133.34,18.3,645.95,0.03
WO-2024-CS-03508,2024-07-03,P-CS-BS-003,檢測與包裝,檢測-M5,4311.3,4289.74,21.56,6.7,287.09,0.005
WO-2024-M10-03509,2024-07-03,P-M10-BN-002,盤元進料/酸洗,盤元-M5,296.2,294.72,1.48,0.2,4.67,0.005
WO-2024-M10-03509,2024-07-03,P-M10-BN-002,抽線,抽線-M4,294.72,290.3,4.42,0.6,28.05,0.015
WO-2024-M10-03509,2024-07-03,P-M10-BN-002,成型,成型-M1,290.3,281.59,8.71,1.8,42.07,0.03
WO-2024-M10-03509,2024-07-03,P-M10-BN-002,檢測與包裝,檢測-M5,281.59,280.18,1.41,0.6,18.7,0.005
WO-2024-M12-03510,2024-07-04,P-M12-EH-001,盤元進料/酸洗,盤元-M1,2773.1,2759.23,13.87,0.9,39.55,0.005
WO-2024-M12-03510,2024-07-04,P-M12-EH-001,抽線,抽線-M5,2759.23,2717.84,41.39,5.3,237.31,0.015
WO-2024-M12-03510,2024-07-04,P-M12-EH-001,成型,成型-M2,2717.84,2636.3,81.54,7.9,355.97,0.03
WO-2024-M12-03510,2024-07-04,P-M12-EH-001,檢測與包裝,檢測-M3,2636.3,2623.12,13.18,5,158.21,0.005
WO-2024-M10-03511,2024-07-04,P-M10-BN-002,盤元進料/酸洗,盤元-M3,839.1,834.9,4.2,0.6,13.24,0.005
WO-2024-M10-03511,2024-07-04,P-M10-BN-002,抽線,抽線-M1,834.9,822.38,12.52,4.4,79.44,0.015
WO-2024-M10-03511,2024-07-04,P-M10-BN-002,成型,成型-M4,822.38,797.71,24.67,6.4,119.16,0.03
WO-2024-M10-03511,2024-07-04,P-M10-BN-002,檢測與包裝,檢測-M2,797.71,793.72,3.99,1.2,52.96,0.005
WO-2024-CS-03512,2024-07-04,P-CS-BS-003,盤元進料/酸洗,盤元-M2,11373.7,11316.83,56.87,3.8,180,0.005
WO-2024-CS-03512,2024-07-04,P-CS-BS-003,抽線,抽線-M2,11316.83,11147.08,169.75,23.3,1080.01,0.015
WO-2024-CS-03512,2024-07-04,P-CS-BS-003,成型,成型-M4,11147.08,10812.67,334.41,42.5,1620.02,0.03
WO-2024-CS-03512,2024-07-04,P-CS-BS-003,檢測與包裝,檢測-M5,10812.67,10758.61,54.06,18.5,720.01,0.005
WO-2024-CS-03513,2024-07-04,P-CS-BS-003,盤元進料/酸洗,盤元-M3,9373.7,9326.83,46.87,4.7,148.35,0.005
WO-2024-CS-03513,2024-07-04,P-CS-BS-003,抽線,抽線-M4,9326.83,9186.93,139.9,57,890.09,0.015
WO-2024-CS-03513,2024-07-04,P-CS-BS-003,成型,成型-M2,9186.93,8911.32,275.61,69.4,1335.14,0.03
WO-2024-CS-03513,2024-07-04,P-CS-BS-003,檢測與包裝,檢測-M3,8911.32,8866.76,44.56,12.6,593.39,0.005
WO-2024-M12-03514,2024-07-04,P-M12-EH-001,盤元進料/酸洗,盤元-M4,2159,2148.21,10.79,1.7,30.79,0.005
WO-2024-M12-03514,2024-07-04,P-M12-EH-001,抽線,抽線-M5,2148.21,2115.99,32.22,6.7,184.76,0.015
WO-2024-M12-03514,2024-07-04,P-M12-EH-001,成型,成型-M4,2115.99,2052.51,63.48,6.6,277.14,0.03
WO-2024-M12-03514,2024-07-04,P-M12-EH-001,檢測與包裝,檢測-M5,2052.51,2042.25,10.26,3.2,123.18,0.005
WO-2024-M10-03515,2024-07-04,P-M10-BN-002,盤元進料/酸洗,盤元-M4,339,337.3,1.7,0.2,5.35,0.005
WO-2024-M10-03515,2024-07-04,P-M10-BN-002,抽線,抽線-M2,337.3,332.24,5.06,0.9,32.1,0.015
WO-2024-M10-03515,2024-07-04,P-M10-BN-002,成型,成型-M5,332.24,322.27,9.97,4.8,48.15,0.03
WO-2024-M10-03515,2024-07-04,P-M10-BN-002,檢測與包裝,檢測-M5,322.27,320.66,1.61,0.5,21.4,0.005
WO-2024-M10-03516,2024-07-04,P-M10-BN-002,盤元進料/酸洗,盤元-M2,646.2,642.97,3.23,0.5,10.2,0.005
WO-2024-M10-03516,2024-07-04,P-M10-BN-002,抽線,抽線-M2,642.97,633.33,9.64,1.4,61.18,0.015
WO-2024-M10-03516,2024-07-04,P-M10-BN-002,成型,成型-M3,633.33,614.33,19,3.8,91.77,0.03
WO-2024-M10-03516,2024-07-04,P-M10-BN-002,檢測與包裝,檢測-M2,614.33,611.26,3.07,2.6,40.79,0.005
WO-2024-M10-03517,2024-07-04,P-M10-BN-002,盤元進料/酸洗,盤元-M4,398.4,396.41,1.99,0.2,6.29,0.005
WO-2024-M10-03517,2024-07-04,P-M10-BN-002,抽線,抽線-M3,396.41,390.46,5.95,0.8,37.72,0.015
WO-2024-M10-03517,2024-07-04,P-M10-BN-002,成型,成型-M5,390.46,378.75,11.71,1.2,56.58,0.03
WO-2024-M10-03517,2024-07-04,P-M10-BN-002,檢測與包裝,檢測-M5,378.75,376.86,1.89,0.5,25.15,0.005
WO-2024-M10-03518,2024-07-04,P-M10-BN-002,盤元進料/酸洗,盤元-M3,283,281.58,1.42,0.2,4.47,0.005
WO-2024-M10-03518,2024-07-04,P-M10-BN-002,抽線,抽線-M5,281.58,277.36,4.22,0.5,26.79,0.015
WO-2024-M10-03518,2024-07-04,P-M10-BN-002,成型,成型-M1,277.36,269.04,8.32,1.8,40.19,0.03
WO-2024-M10-03518,2024-07-04,P-M10-BN-002,檢測與包裝,檢測-M4,269.04,267.69,1.35,0.4,17.86,0.005
WO-2024-M12-03519,2024-07-04,P-M12-EH-001,盤元進料/酸洗,盤元-M2,3140.1,3124.4,15.7,1.3,44.79,0.005
WO-2024-M12-03519,2024-07-04,P-M12-EH-001,抽線,抽線-M1,3124.4,3077.53,46.87,9.4,268.72,0.015
WO-2024-M12-03519,2024-07-04,P-M12-EH-001,成型,成型-M5,3077.53,2985.2,92.33,9.9,403.09,0.03
