PO_Number,Ref_WorkOrderID,ProductID,SupplierName,ProcessName,DispatchDate,InputWeight_kg,OutputWeight_kg,SupplierScope1_kgCO2e,SupplierScope2_kgCO2e,ProcessingFee_NTD
PO-2024-EXT-05386,WO-2024-M10-02693,P-M10-BN-002,允成表面處理股份有限公司,表面處理,2024-05-30,479.2,480.97,602.12,941.79,4159
PO-2024-EXT-05387,WO-2024-CS-02694,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-05-30,7108.6,7073.06,7275.35,12387.76,32770
PO-2024-EXT-05388,WO-2024-CS-02694,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-05-30,7108.6,7127.08,9553.85,17742.87,53030
PO-2024-EXT-05393,WO-2024-CS-02697,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-05-30,10315.6,10264.02,8286.14,27740.57,65297
PO-2024-EXT-05401,WO-2024-CS-02701,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-05-30,5719.1,5690.5,8277.97,12947.59,35973
PO-2024-EXT-05413,WO-2024-M12-02707,P-M12-EH-001,允成表面處理股份有限公司,熱處理,2024-05-30,1521,1513.39,1135.04,4540.17,6357
PO-2024-EXT-05426,WO-2024-M10-02713,P-M10-BN-002,高裕熱處理股份有限公司,表面處理,2024-05-30,272.4,273.71,249.84,642.45,2631
PO-2024-EXT-05429,WO-2024-M12-02715,P-M12-EH-001,允成表面處理股份有限公司,熱處理,2024-05-30,1694.9,1686.43,1363.65,3881.15,15220
PO-2024-EXT-05434,WO-2024-CS-02717,P-CS-BS-003,精斌企業股份有限公司,表面處理,2024-05-30,7421.3,7479.93,8343.11,13049.49,50539
PO-2024-EXT-05437,WO-2024-M12-02719,P-M12-EH-001,允成表面處理股份有限公司,熱處理,2024-05-30,2810.8,2796.75,2197.96,5381.23,21418
PO-2024-EXT-05442,WO-2024-M12-02721,P-M12-EH-001,允成表面處理股份有限公司,表面處理,2024-05-30,1489.8,1501.27,1268.27,2695.08,6555
PO-2024-EXT-05444,WO-2024-M10-02722,P-M10-BN-002,允成表面處理股份有限公司,表面處理,2024-05-30,221.1,221.87,139.51,441.79,1235
PO-2024-EXT-05445,WO-2024-M10-02723,P-M10-BN-002,高裕熱處理股份有限公司,熱處理,2024-05-30,198.5,197.51,141.02,530.51,1957
PO-2024-EXT-05449,WO-2024-M12-02725,P-M12-EH-001,高裕熱處理股份有限公司,熱處理,2024-05-30,2396.2,2384.22,2549.2,4531.93,13346
PO-2024-EXT-05462,WO-2024-M10-02731,P-M10-BN-002,高裕熱處理股份有限公司,表面處理,2024-05-30,228.1,228.72,307.13,546,1909
PO-2024-EXT-05467,WO-2024-M10-02734,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-05-30,804.4,800.38,858,1823.27,7842
PO-2024-EXT-05469,WO-2024-CS-02735,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-05-30,6701.3,6667.79,8289.39,14114.38,45635
PO-2024-EXT-05471,WO-2024-M12-02736,P-M12-EH-001,允成表面處理股份有限公司,熱處理,2024-05-30,1317.1,1310.51,994.68,3526.58,7744
PO-2024-EXT-05474,WO-2024-CS-02737,P-CS-BS-003,高裕熱處理股份有限公司,表面處理,2024-05-30,7217.4,7261.43,5601.46,13713.94,27714
PO-2024-EXT-05476,WO-2024-M12-02738,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-05-30,1598.9,1603.54,1262.31,3997.3,8266
PO-2024-EXT-05477,WO-2024-M12-02739,P-M12-EH-001,精斌企業股份有限公司,熱處理,2024-05-30,1579.5,1571.6,1709.58,2910.92,6254
PO-2024-EXT-05487,WO-2024-CS-02744,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-05-30,4413.4,4391.33,5726.3,8589.44,43736
PO-2024-EXT-05499,WO-2024-M12-02750,P-M12-EH-001,高裕熱處理股份有限公司,熱處理,2024-05-30,816.2,812.12,690.46,1965.17,7451
PO-2024-EXT-05511,WO-2024-M12-02756,P-M12-EH-001,高裕熱處理股份有限公司,熱處理,2024-05-30,1176.8,1170.92,1442.69,2456.47,8025
PO-2024-EXT-05513,WO-2024-M12-02757,P-M12-EH-001,精斌企業股份有限公司,熱處理,2024-05-30,1882.4,1872.99,1414.11,4242.32,7962
PO-2024-EXT-05521,WO-2024-CS-02761,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-05-30,13468,13400.66,11311.49,37868.93,105589
PO-2024-EXT-05522,WO-2024-CS-02761,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-05-30,13468,13511.1,15047.31,25621.1,103838
PO-2024-EXT-05524,WO-2024-M10-02762,P-M10-BN-002,高裕熱處理股份有限公司,表面處理,2024-05-30,235.4,236.08,147.88,468.29,948
PO-2024-EXT-05525,WO-2024-M10-02763,P-M10-BN-002,高裕熱處理股份有限公司,熱處理,2024-05-30,686.3,682.87,746.58,1827.84,6622
PO-2024-EXT-05526,WO-2024-M10-02763,P-M10-BN-002,精斌企業股份有限公司,表面處理,2024-05-30,686.3,690.49,784.95,1921.77,4797
PO-2024-EXT-05535,WO-2024-CS-02768,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-05-30,10221.6,10170.49,11136.69,25985.6,66133
PO-2024-EXT-05537,WO-2024-M12-02769,P-M12-EH-001,精斌企業股份有限公司,熱處理,2024-05-30,1079.3,1073.9,965.44,2148.87,4284
PO-2024-EXT-05538,WO-2024-M12-02769,P-M12-EH-001,精斌企業股份有限公司,表面處理,2024-05-30,1079.3,1087.61,1087.5,2207.96,10620
PO-2024-EXT-05560,WO-2024-CS-02780,P-CS-BS-003,高裕熱處理股份有限公司,表面處理,2024-05-30,5231.3,5245.42,4469.1,14152.14,29556
PO-2024-EXT-05562,WO-2024-M12-02781,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-05-30,3128.7,3135.9,2537.57,6525.18,24654
PO-2024-EXT-05565,WO-2024-CS-02783,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-05-30,10498.1,10445.61,9225.56,30885.58,44616
PO-2024-EXT-05571,WO-2024-M12-02786,P-M12-EH-001,高裕熱處理股份有限公司,熱處理,2024-05-30,1443.6,1436.38,1451.61,3230.99,10278
PO-2024-EXT-05572,WO-2024-M12-02786,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-05-30,1443.6,1454.43,1705.9,2904.64,9282
PO-2024-EXT-05583,WO-2024-M10-02792,P-M10-BN-002,高裕熱處理股份有限公司,熱處理,2024-05-30,615.6,612.52,754.62,1401.45,2739
PO-2024-EXT-05585,WO-2024-M12-02793,P-M12-EH-001,精斌企業股份有限公司,熱處理,2024-05-30,3128.3,3112.66,3412.09,8353.76,20678
PO-2024-EXT-05586,WO-2024-M12-02793,P-M12-EH-001,精斌企業股份有限公司,表面處理,2024-05-30,3128.3,3151.76,4191.84,6839.32,10292
PO-2024-EXT-05592,WO-2024-CS-02796,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-05-30,7385.6,7400.37,8573.32,15921.9,41876
PO-2024-EXT-05425,WO-2024-M10-02713,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-05-31,272.4,271.04,273.21,409.81,2672
PO-2024-EXT-05428,WO-2024-M10-02714,P-M10-BN-002,高裕熱處理股份有限公司,表面處理,2024-05-31,436.8,438.11,410.77,872.89,2345
PO-2024-EXT-05436,WO-2024-M12-02718,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-05-31,2482.4,2502.01,2858.8,6999.12,20380
PO-2024-EXT-05439,WO-2024-M12-02720,P-M12-EH-001,允成表面處理股份有限公司,熱處理,2024-05-31,707.5,703.96,731.91,1246.22,3226
PO-2024-EXT-05441,WO-2024-M12-02721,P-M12-EH-001,高裕熱處理股份有限公司,熱處理,2024-05-31,1489.8,1482.35,886.45,3545.78,9266
PO-2024-EXT-05447,WO-2024-M10-02724,P-M10-BN-002,高裕熱處理股份有限公司,熱處理,2024-05-31,470.3,467.95,529.82,902.11,2092
PO-2024-EXT-05451,WO-2024-M10-02726,P-M10-BN-002,精斌企業股份有限公司,熱處理,2024-05-31,578.9,576.01,692.65,1179.38,4521
PO-2024-EXT-05455,WO-2024-M12-02728,P-M12-EH-001,高裕熱處理股份有限公司,熱處理,2024-05-31,3120.2,3104.6,4250.2,7236.82,14914
PO-2024-EXT-05460,WO-2024-CS-02730,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-05-31,11320,11366.41,10250.23,27713.58,97465
PO-2024-EXT-05461,WO-2024-M10-02731,P-M10-BN-002,高裕熱處理股份有限公司,熱處理,2024-05-31,228.1,226.96,242.35,395.41,1665
PO-2024-EXT-05470,WO-2024-CS-02735,P-CS-BS-003,高裕熱處理股份有限公司,表面處理,2024-05-31,6701.3,6746.87,6365.67,10838.85,61450
PO-2024-EXT-05473,WO-2024-CS-02737,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-05-31,7217.4,7181.31,8978.07,14648.44,51099
PO-2024-EXT-05475,WO-2024-M12-02738,P-M12-EH-001,精斌企業股份有限公司,熱處理,2024-05-31,1598.9,1590.91,1578.18,3512.73,9097
PO-2024-EXT-05478,WO-2024-M12-02739,P-M12-EH-001,精斌企業股份有限公司,表面處理,2024-05-31,1579.5,1590.24,1309.56,3540.67,15621
PO-2024-EXT-05480,WO-2024-M12-02740,P-M12-EH-001,允成表面處理股份有限公司,表面處理,2024-05-31,2818.1,2839.8,2775.34,6794.79,19783
PO-2024-EXT-05481,WO-2024-CS-02741,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-05-31,6993.8,6958.83,9798.03,14697.05,42102
PO-2024-EXT-05482,WO-2024-CS-02741,P-CS-BS-003,精斌企業股份有限公司,表面處理,2024-05-31,6993.8,7016.18,5618.55,15991.28,64552
PO-2024-EXT-05489,WO-2024-M12-02745,P-M12-EH-001,允成表面處理股份有限公司,熱處理,2024-05-31,1972.4,1962.54,1118.26,3964.72,13353
PO-2024-EXT-05501,WO-2024-M10-02751,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-05-31,304.8,303.28,374.31,726.6,3014
PO-2024-EXT-05504,WO-2024-M12-02752,P-M12-EH-001,精斌企業股份有限公司,表面處理,2024-05-31,1784,1798.27,2388.64,4067.15,16930
PO-2024-EXT-05512,WO-2024-M12-02756,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-05-31,1176.8,1180.68,1143.37,2032.66,8037
PO-2024-EXT-05519,WO-2024-M10-02760,P-M10-BN-002,精斌企業股份有限公司,熱處理,2024-05-31,251.3,250.04,182,445.6,1057
PO-2024-EXT-05528,WO-2024-M10-02764,P-M10-BN-002,精斌企業股份有限公司,表面處理,2024-05-31,219.5,220.11,151.08,478.43,1611
PO-2024-EXT-05529,WO-2024-M10-02765,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-05-31,496.1,493.62,501.02,1226.65,4747
PO-2024-EXT-05530,WO-2024-M10-02765,P-M10-BN-002,高裕熱處理股份有限公司,表面處理,2024-05-31,496.1,497.34,400.96,981.65,2108
PO-2024-EXT-05559,WO-2024-CS-02780,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-05-31,5231.3,5205.14,4372.32,13116.95,20297
PO-2024-EXT-05566,WO-2024-CS-02783,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-05-31,10498.1,10566.34,10265.2,25132.04,46926
PO-2024-EXT-05567,WO-2024-M12-02784,P-M12-EH-001,精斌企業股份有限公司,熱處理,2024-05-31,2536.6,2523.92,1565.84,5551.61,15726
PO-2024-EXT-05569,WO-2024-CS-02785,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-05-31,13486.3,13418.87,17245.94,30659.43,43425
PO-2024-EXT-05570,WO-2024-CS-02785,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-05-31,13486.3,13584.75,12029.3,40271.99,55698
PO-2024-EXT-05597,WO-2024-M10-02799,P-M10-BN-002,精斌企業股份有限公司,熱處理,2024-05-31,543.6,540.88,312.36,1175.06,4533
PO-2024-EXT-05598,WO-2024-M10-02799,P-M10-BN-002,高裕熱處理股份有限公司,表面處理,2024-05-31,543.6,546.7,598.74,1019.49,3663
PO-2024-EXT-05607,WO-2024-CS-02804,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-05-31,4484.8,4462.38,3392.31,12761.51,21437
PO-2024-EXT-05466,WO-2024-CS-02733,P-CS-BS-003,高裕熱處理股份有限公司,表面處理,2024-06-01,9898.9,9926.62,9729.08,26304.55,45930
PO-2024-EXT-05472,WO-2024-M12-02736,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-06-01,1317.1,1321.97,1034.45,3103.32,12380
PO-2024-EXT-05483,WO-2024-M10-02742,P-M10-BN-002,高裕熱處理股份有限公司,熱處理,2024-06-01,414.7,412.63,500.77,852.66,3222
PO-2024-EXT-05488,WO-2024-CS-02744,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-06-01,4413.4,4426.2,4381.94,13145.81,21096
PO-2024-EXT-05490,WO-2024-M12-02745,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-06-01,1972.4,1982.26,1890.68,3084.79,7396
PO-2024-EXT-05493,WO-2024-CS-02747,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-06-01,3406.9,3389.87,2678,8033.99,15603
PO-2024-EXT-05500,WO-2024-M12-02750,P-M12-EH-001,允成表面處理股份有限公司,表面處理,2024-06-01,816.2,820.44,1110.54,1974.31,5590
PO-2024-EXT-05507,WO-2024-M12-02754,P-M12-EH-001,高裕熱處理股份有限公司,熱處理,2024-06-01,1931.5,1921.84,2162.07,5044.83,10507
PO-2024-EXT-05509,WO-2024-M12-02755,P-M12-EH-001,精斌企業股份有限公司,熱處理,2024-06-01,1258.6,1252.31,1586.93,3372.22,6053
PO-2024-EXT-05518,WO-2024-M10-02759,P-M10-BN-002,高裕熱處理股份有限公司,表面處理,2024-06-01,653.7,657.69,961.87,1504.47,3111
PO-2024-EXT-05531,WO-2024-CS-02766,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-06-01,12218.3,12157.21,13139.51,33787.32,57059
PO-2024-EXT-05536,WO-2024-CS-02768,P-CS-BS-003,精斌企業股份有限公司,表面處理,2024-06-01,10221.6,10250.22,7355.56,24625.13,97309
PO-2024-EXT-05541,WO-2024-CS-02771,P-CS-BS-003,允成表面處理股份有限公司,熱處理,2024-06-01,10091.1,10040.64,5988.24,22527.18,31786
PO-2024-EXT-05542,WO-2024-CS-02771,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-06-01,10091.1,10134.49,6275.27,19871.71,39456
PO-2024-EXT-05545,WO-2024-M10-02773,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-06-01,750.7,746.95,578.82,2177.43,2357
PO-2024-EXT-05551,WO-2024-CS-02776,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-06-01,5941.3,5911.59,4684.34,12045.46,38499
PO-2024-EXT-05554,WO-2024-CS-02777,P-CS-BS-003,高裕熱處理股份有限公司,表面處理,2024-06-01,11743.6,11787.05,11551.31,34653.93,44743
PO-2024-EXT-05556,WO-2024-CS-02778,P-CS-BS-003,精斌企業股份有限公司,表面處理,2024-06-01,7808.3,7858.27,5536.94,15758.97,66604
PO-2024-EXT-05573,WO-2024-M10-02787,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-06-01,268.4,267.06,194.47,689.5,842
PO-2024-EXT-05577,WO-2024-M10-02789,P-M10-BN-002,精斌企業股份有限公司,熱處理,2024-06-01,368.9,367.06,410.96,730.6,1608
PO-2024-EXT-05578,WO-2024-M10-02789,P-M10-BN-002,高裕熱處理股份有限公司,表面處理,2024-06-01,368.9,370.82,372,606.96,2877
PO-2024-EXT-05581,WO-2024-M12-02791,P-M12-EH-001,高裕熱處理股份有限公司,熱處理,2024-06-01,2731.8,2718.14,3532.5,5763.54,13850
PO-2024-EXT-05587,WO-2024-M12-02794,P-M12-EH-001,允成表面處理股份有限公司,熱處理,2024-06-01,2100.6,2090.1,1567.16,5246.57,14914
PO-2024-EXT-05589,WO-2024-M12-02795,P-M12-EH-001,高裕熱處理股份有限公司,熱處理,2024-06-01,2582.4,2569.49,1462.3,5501.02,21330
PO-2024-EXT-05593,WO-2024-M10-02797,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-06-01,507.4,504.86,486.73,1083.38,3003
PO-2024-EXT-05594,WO-2024-M10-02797,P-M10-BN-002,允成表面處理股份有限公司,表面處理,2024-06-01,507.4,509.23,656.19,1273.79,2729
PO-2024-EXT-05604,WO-2024-M10-02802,P-M10-BN-002,高裕熱處理股份有限公司,表面處理,2024-06-01,187.5,188.04,172.69,444.08,1170
PO-2024-EXT-05605,WO-2024-M10-02803,P-M10-BN-002,精斌企業股份有限公司,熱處理,2024-06-01,187.5,186.56,233.95,381.7,1323
PO-2024-EXT-05610,WO-2024-CS-02805,P-CS-BS-003,精斌企業股份有限公司,表面處理,2024-06-01,5677.2,5712.97,3644.87,12922.74,21289
PO-2024-EXT-05612,WO-2024-CS-02806,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-06-01,10125.1,10157.5,8841.09,17162.11,56801
PO-2024-EXT-05616,WO-2024-M10-02808,P-M10-BN-002,精斌企業股份有限公司,表面處理,2024-06-01,235.7,237.26,223.21,474.33,1305
PO-2024-EXT-05620,WO-2024-CS-02810,P-CS-BS-003,精斌企業股份有限公司,表面處理,2024-06-01,12561.3,12595.22,9896.06,26756.03,69966
PO-2024-EXT-05634,WO-2024-M12-02817,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-06-01,2449.4,2458.46,1655.04,5867.85,8523
PO-2024-EXT-05641,WO-2024-M12-02821,P-M12-EH-001,高裕熱處理股份有限公司,熱處理,2024-06-01,3181.9,3165.99,3454.72,7689.56,19632
PO-2024-EXT-05642,WO-2024-M12-02821,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-06-01,3181.9,3201.31,2304.95,9219.77,17500
PO-2024-EXT-05647,WO-2024-CS-02824,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-06-01,3979,3959.11,5302.83,9029.15,33542
PO-2024-EXT-05649,WO-2024-M12-02825,P-M12-EH-001,高裕熱處理股份有限公司,熱處理,2024-06-01,1069.3,1063.95,1323.66,2687.43,4095
PO-2024-EXT-05650,WO-2024-M12-02825,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-06-01,1069.3,1071.55,1466.84,2294.3,6971
PO-2024-EXT-05651,WO-2024-CS-02826,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-06-01,12651.5,12588.24,10644.61,27371.87,102350
PO-2024-EXT-05658,WO-2024-CS-02829,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-06-01,6608.2,6622.08,6239.99,16871.07,27159
PO-2024-EXT-05505,WO-2024-CS-02753,P-CS-BS-003,允成表面處理股份有限公司,熱處理,2024-06-02,11874.7,11815.33,12033.91,22348.7,92503
PO-2024-EXT-05510,WO-2024-M12-02755,P-M12-EH-001,精斌企業股份有限公司,表面處理,2024-06-02,1258.6,1261.49,947.89,2697.82,11214
PO-2024-EXT-05534,WO-2024-M12-02767,P-M12-EH-001,精斌企業股份有限公司,表面處理,2024-06-02,3061.7,3081.91,3322.3,6169.98,18584
PO-2024-EXT-05543,WO-2024-M10-02772,P-M10-BN-002,精斌企業股份有限公司,熱處理,2024-06-02,516.8,514.22,559.47,1188.88,4671
PO-2024-EXT-05546,WO-2024-M10-02773,P-M10-BN-002,精斌企業股份有限公司,表面處理,2024-06-02,750.7,752.73,377.87,1511.48,7019
PO-2024-EXT-05548,WO-2024-M12-02774,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-06-02,1455,1463.44,1434.17,4302.51,5238
PO-2024-EXT-05549,WO-2024-CS-02775,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-06-02,10111.4,10060.84,8654.33,30683.55,73813
PO-2024-EXT-05553,WO-2024-CS-02777,P-CS-BS-003,允成表面處理股份有限公司,熱處理,2024-06-02,11743.6,11684.88,16784.17,27384.68,78564
PO-2024-EXT-05558,WO-2024-CS-02779,P-CS-BS-003,高裕熱處理股份有限公司,表面處理,2024-06-02,6817.6,6831.92,7197.43,13366.65,24747
PO-2024-EXT-05563,WO-2024-CS-02782,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-06-02,10647.7,10594.46,11420.83,21210.11,85926
PO-2024-EXT-05568,WO-2024-M12-02784,P-M12-EH-001,精斌企業股份有限公司,表面處理,2024-06-02,2536.6,2547,1655.55,4966.65,12911
PO-2024-EXT-05575,WO-2024-CS-02788,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-06-02,13444.9,13377.68,12735.55,24721.95,97475
PO-2024-EXT-05576,WO-2024-CS-02788,P-CS-BS-003,精斌企業股份有限公司,表面處理,2024-06-02,13444.9,13473.13,11166.53,23728.88,47057
PO-2024-EXT-05579,WO-2024-M10-02790,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-06-02,599.2,596.2,701.13,1635.97,5878
PO-2024-EXT-05590,WO-2024-M12-02795,P-M12-EH-001,精斌企業股份有限公司,表面處理,2024-06-02,2582.4,2589.11,2936.05,5452.67,18180
PO-2024-EXT-05596,WO-2024-M12-02798,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-06-02,1701.5,1710.69,2579.72,3869.58,16198
PO-2024-EXT-05599,WO-2024-M12-02800,P-M12-EH-001,允成表面處理股份有限公司,熱處理,2024-06-02,3186.7,3170.77,2037.22,6111.66,16029
PO-2024-EXT-05601,WO-2024-CS-02801,P-CS-BS-003,允成表面處理股份有限公司,熱處理,2024-06-02,5442.4,5415.19,4757.79,15928.24,21007
PO-2024-EXT-05613,WO-2024-CS-02807,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-06-02,7906.6,7867.07,9081.75,15463.51,58587
PO-2024-EXT-05621,WO-2024-CS-02811,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-06-02,13167.9,13102.06,17334.03,32191.76,90331
PO-2024-EXT-05622,WO-2024-CS-02811,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-06-02,13167.9,13252.17,11049.66,39176.06,98890
PO-2024-EXT-05630,WO-2024-M12-02815,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-06-02,2610.8,2628.81,2795.22,6221.6,12035
PO-2024-EXT-05633,WO-2024-M12-02817,P-M12-EH-001,精斌企業股份有限公司,熱處理,2024-06-02,2449.4,2437.15,2612.62,5551.83,18713
PO-2024-EXT-05636,WO-2024-M10-02818,P-M10-BN-002,精斌企業股份有限公司,表面處理,2024-06-02,879.3,886.07,722.41,1607.95,8458
PO-2024-EXT-05659,WO-2024-M10-02830,P-M10-BN-002,精斌企業股份有限公司,熱處理,2024-06-02,689.2,685.75,874.33,1697.23,5189
PO-2024-EXT-05660,WO-2024-M10-02830,P-M10-BN-002,允成表面處理股份有限公司,表面處理,2024-06-02,689.2,691.47,606.98,2151.99,3921
PO-2024-EXT-05670,WO-2024-M10-02835,P-M10-BN-002,高裕熱處理股份有限公司,表面處理,2024-06-02,584.2,587.06,508.8,1375.66,4854
PO-2024-EXT-05674,WO-2024-M12-02837,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-06-02,964.4,966.91,1104.02,2241.49,8669
PO-2024-EXT-05683,WO-2024-M10-02842,P-M10-BN-002,高裕熱處理股份有限公司,熱處理,2024-06-02,678.5,675.11,462.72,1549.11,3772
PO-2024-EXT-05694,WO-2024-M10-02847,P-M10-BN-002,精斌企業股份有限公司,表面處理,2024-06-02,654.9,658.76,373.51,1405.14,5494
PO-2024-EXT-05695,WO-2024-M12-02848,P-M12-EH-001,高裕熱處理股份有限公司,熱處理,2024-06-02,671.2,667.84,807.82,1716.62,2107
PO-2024-EXT-05698,WO-2024-M10-02849,P-M10-BN-002,高裕熱處理股份有限公司,表面處理,2024-06-02,580.9,584.73,396.27,1071.4,4101
PO-2024-EXT-05705,WO-2024-M12-02853,P-M12-EH-001,高裕熱處理股份有限公司,熱處理,2024-06-02,1320.6,1314,1508.47,2262.71,5810
PO-2024-EXT-05711,WO-2024-M12-02856,P-M12-EH-001,高裕熱處理股份有限公司,熱處理,2024-06-02,3054.7,3039.43,1678.37,5950.6,22268
PO-2024-EXT-05718,WO-2024-M12-02859,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-06-02,818.6,823.76,613.95,1503.11,3593
PO-2024-EXT-05719,WO-2024-CS-02860,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-06-02,9856.6,9807.32,10768.44,19143.89,90286
PO-2024-EXT-05540,WO-2024-CS-02770,P-CS-BS-003,高裕熱處理股份有限公司,表面處理,2024-06-03,6947.5,6994.05,7581.55,11372.33,63986
PO-2024-EXT-05547,WO-2024-M12-02774,P-M12-EH-001,精斌企業股份有限公司,熱處理,2024-06-03,1455,1447.72,1155.29,2695.65,7129
PO-2024-EXT-05555,WO-2024-CS-02778,P-CS-BS-003,允成表面處理股份有限公司,熱處理,2024-06-03,7808.3,7769.26,8111.11,12166.66,49738
PO-2024-EXT-05564,WO-2024-CS-02782,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-06-03,10647.7,10707.33,6879.46,20638.38,103815
PO-2024-EXT-05584,WO-2024-M10-02792,P-M10-BN-002,允成表面處理股份有限公司,表面處理,2024-06-03,615.6,618.37,798.94,1550.87,3705
PO-2024-EXT-05591,WO-2024-CS-02796,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-06-03,7385.6,7348.67,9494.48,14241.72,73191
PO-2024-EXT-05602,WO-2024-CS-02801,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-06-03,5442.4,5477.78,6435.85,14324.94,32654
PO-2024-EXT-05606,WO-2024-M10-02803,P-M10-BN-002,允成表面處理股份有限公司,表面處理,2024-06-03,187.5,188.21,261.14,444.65,1590
PO-2024-EXT-05617,WO-2024-CS-02809,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-06-03,3229.6,3213.45,2908.17,8724.52,25352
PO-2024-EXT-05629,WO-2024-M12-02815,P-M12-EH-001,精斌企業股份有限公司,熱處理,2024-06-03,2610.8,2597.75,2672.05,4549.7,20599
PO-2024-EXT-05635,WO-2024-M10-02818,P-M10-BN-002,高裕熱處理股份有限公司,熱處理,2024-06-03,879.3,874.9,610.15,2163.28,7799
PO-2024-EXT-05644,WO-2024-M12-02822,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-06-03,1026.2,1032.97,639.1,2139.59,8240
PO-2024-EXT-05653,WO-2024-M12-02827,P-M12-EH-001,精斌企業股份有限公司,熱處理,2024-06-03,768.4,764.56,631.91,1547.09,7415
PO-2024-EXT-05656,WO-2024-M12-02828,P-M12-EH-001,精斌企業股份有限公司,表面處理,2024-06-03,3014.3,3033.89,2115.22,7957.29,21461
PO-2024-EXT-05657,WO-2024-CS-02829,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-06-03,6608.2,6575.16,7525.27,13975.5,27886
PO-2024-EXT-05663,WO-2024-M12-02832,P-M12-EH-001,高裕熱處理股份有限公司,熱處理,2024-06-03,3239.9,3223.7,2666.64,9454.47,17754
PO-2024-EXT-05666,WO-2024-CS-02833,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-06-03,4567.3,4583.29,5309.74,9860.95,30966
PO-2024-EXT-05669,WO-2024-M10-02835,P-M10-BN-002,高裕熱處理股份有限公司,熱處理,2024-06-03,584.2,581.28,542.33,1265.45,4194
