InvoiceNo,Ref_WorkOrderID,ExportDate,DestinationCountry,CountryOfOrigin,Exporter_EORI,ProductID,ProductName,CN_Code,Quantity_pcs,NetWeight_kg,GrossWeight_kg,FOB_Value_USD
INV-EU-2024-02630,WO-2024-M12-02630,2024-05-29,Italy,Taiwan,TW2066555296,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,28831,1838.01,1982.16,11083
INV-EU-2024-02648,WO-2024-CS-02648,2024-05-29,Netherlands,Taiwan,TW2066416779,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,33698,9166.06,9840.02,59854
INV-EU-2024-02651,WO-2024-M12-02651,2024-05-29,Netherlands,Taiwan,TW2066411895,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,31622,2015.94,2174.05,14877
INV-EU-2024-02666,WO-2024-M12-02666,2024-05-29,France,Taiwan,TW2066838024,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,24613,1569.1,1692.16,8206
INV-EU-2024-02674,WO-2024-M10-02674,2024-05-29,France,Taiwan,TW2066877167,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,18807,319.72,335.71,2046
INV-EU-2024-02684,WO-2024-M10-02684,2024-05-29,Spain,Taiwan,TW2066374626,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,36350,617.96,648.86,4449
INV-EU-2024-02686,WO-2024-CS-02686,2024-05-29,France,Taiwan,TW2066345664,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,32240,8769.52,9414.32,63842
INV-EU-2024-02560,WO-2024-M12-02560,2024-05-30,Germany,Taiwan,TW2066183908,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,34076,2172.39,2342.77,9580
INV-EU-2024-02566,WO-2024-M10-02566,2024-05-30,France,Taiwan,TW2066172616,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,43862,745.66,782.94,3512
INV-EU-2024-02590,WO-2024-CS-02590,2024-05-30,Netherlands,Taiwan,TW2066661891,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,40330,10969.91,11776.51,68671
INV-EU-2024-02592,WO-2024-CS-02592,2024-05-30,Germany,Taiwan,TW2066763337,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,42681,11609.35,12462.97,82078
INV-EU-2024-02600,WO-2024-M12-02600,2024-05-30,Germany,Taiwan,TW2066749595,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,29485,1879.72,2027.14,6334
INV-EU-2024-02603,WO-2024-M12-02603,2024-05-30,Germany,Taiwan,TW2066909826,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,43073,2745.91,2961.27,19935
INV-EU-2024-02610,WO-2024-M12-02610,2024-05-30,France,Taiwan,TW2066971500,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,31943,2036.38,2196.1,6475
INV-EU-2024-02620,WO-2024-CS-02620,2024-05-30,Netherlands,Taiwan,TW2066377100,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,15043,4091.76,4392.62,27251
INV-EU-2024-02634,WO-2024-M10-02634,2024-05-30,Spain,Taiwan,TW2066626968,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,46634,792.78,832.42,4994
INV-EU-2024-02650,WO-2024-M10-02650,2024-05-30,Netherlands,Taiwan,TW2066196810,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,47179,802.05,842.15,3881
INV-EU-2024-02652,WO-2024-CS-02652,2024-05-30,Spain,Taiwan,TW2066203164,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,10854,2952.49,3169.57,9152
INV-EU-2024-02676,WO-2024-CS-02676,2024-05-30,Germany,Taiwan,TW2066412963,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,11182,3041.7,3265.34,19710
INV-EU-2024-02679,WO-2024-M12-02679,2024-05-30,Spain,Taiwan,TW2066962455,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,43196,2753.75,2969.73,17899
INV-EU-2024-02702,WO-2024-M10-02702,2024-05-30,Netherlands,Taiwan,TW2066332559,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,18450,313.66,329.34,1988
INV-EU-2024-02704,WO-2024-CS-02704,2024-05-30,Spain,Taiwan,TW2066868916,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,15677,4264.4,4577.94,31513
INV-EU-2024-02706,WO-2024-M12-02706,2024-05-30,Germany,Taiwan,TW2066847042,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,17902,1141.26,1230.77,8331
INV-EU-2024-02707,WO-2024-M12-02707,2024-05-30,Italy,Taiwan,TW2066985308,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,22568,1438.74,1551.58,10502
INV-EU-2024-02587,WO-2024-CS-02587,2024-05-31,Italy,Taiwan,TW2066354433,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,27329,7433.61,7980.19,57610
INV-EU-2024-02591,WO-2024-CS-02591,2024-05-31,Netherlands,Taiwan,TW2066574326,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,30600,8323.23,8935.23,47608
INV-EU-2024-02599,WO-2024-M12-02599,2024-05-31,Spain,Taiwan,TW2066435553,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,22234,1417.46,1528.63,8788
INV-EU-2024-02618,WO-2024-M10-02618,2024-05-31,Italy,Taiwan,TW2066740410,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,36173,614.95,645.7,4095
INV-EU-2024-02623,WO-2024-CS-02623,2024-05-31,Netherlands,Taiwan,TW2066761981,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,38145,10375.6,11138.5,39531
INV-EU-2024-02638,WO-2024-M12-02638,2024-05-31,Italy,Taiwan,TW2066382086,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,47289,3014.73,3251.18,14681
INV-EU-2024-02644,WO-2024-M10-02644,2024-05-31,Italy,Taiwan,TW2066273506,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,41225,700.84,735.88,2901
INV-EU-2024-02661,WO-2024-CS-02661,2024-05-31,Spain,Taiwan,TW2066346565,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,28637,7789.37,8362.11,51254
INV-EU-2024-02662,WO-2024-M12-02662,2024-05-31,France,Taiwan,TW2066350476,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,28549,1820.04,1962.78,8517
INV-EU-2024-02673,WO-2024-M12-02673,2024-05-31,Italy,Taiwan,TW2066857101,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,43862,2796.23,3015.54,9619
INV-EU-2024-02683,WO-2024-M10-02683,2024-05-31,Germany,Taiwan,TW2066930986,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,36740,624.59,655.82,3884
INV-EU-2024-02694,WO-2024-CS-02694,2024-05-31,France,Taiwan,TW2066502590,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,24721,6724.16,7218.58,46867
INV-EU-2024-02698,WO-2024-M10-02698,2024-05-31,Germany,Taiwan,TW2066626994,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,18890,321.14,337.2,1268
INV-EU-2024-02701,WO-2024-CS-02701,2024-05-31,Netherlands,Taiwan,TW2066799821,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,19889,5409.81,5807.59,24181
INV-EU-2024-02721,WO-2024-M12-02721,2024-05-31,Germany,Taiwan,TW2066733122,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,22105,1409.23,1519.76,6426
INV-EU-2024-02723,WO-2024-M10-02723,2024-05-31,France,Taiwan,TW2066125055,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,11045,187.77,197.16,1151
INV-EU-2024-02725,WO-2024-M12-02725,2024-05-31,Spain,Taiwan,TW2066734174,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,35554,2266.62,2444.39,7457
INV-EU-2024-02732,WO-2024-M12-02732,2024-05-31,Italy,Taiwan,TW2066202464,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,31667,2018.79,2177.13,15484
INV-EU-2024-02595,WO-2024-M12-02595,2024-06-01,Spain,Taiwan,TW2066769078,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,32262,2056.71,2218.02,15487
INV-EU-2024-02598,WO-2024-CS-02598,2024-06-01,Netherlands,Taiwan,TW2066604463,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,11631,3163.82,3396.44,20280
INV-EU-2024-02601,WO-2024-M10-02601,2024-06-01,Netherlands,Taiwan,TW2066716332,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,26062,443.07,465.22,2565
INV-EU-2024-02604,WO-2024-CS-02604,2024-06-01,France,Taiwan,TW2066708542,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,17229,4686.37,5030.95,28961
INV-EU-2024-02606,WO-2024-CS-02606,2024-06-01,France,Taiwan,TW2066559764,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,43422,11810.84,12679.28,91534
INV-EU-2024-02625,WO-2024-CS-02625,2024-06-01,France,Taiwan,TW2066591514,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,16490,4485.36,4815.16,13725
INV-EU-2024-02629,WO-2024-M12-02629,2024-06-01,Germany,Taiwan,TW2066134270,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,30615,1951.71,2104.78,7787
INV-EU-2024-02632,WO-2024-M10-02632,2024-06-01,Germany,Taiwan,TW2066374545,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,24967,424.44,445.66,2194
INV-EU-2024-02633,WO-2024-M10-02633,2024-06-01,Italy,Taiwan,TW2066853878,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,27715,471.16,494.72,1912
INV-EU-2024-02640,WO-2024-M12-02640,2024-06-01,Netherlands,Taiwan,TW2066708800,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,38466,2452.21,2644.54,19078
INV-EU-2024-02643,WO-2024-CS-02643,2024-06-01,Italy,Taiwan,TW2066969693,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,35208,9576.69,10280.85,31411
INV-EU-2024-02645,WO-2024-M10-02645,2024-06-01,Germany,Taiwan,TW2066548188,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,41892,712.18,747.79,3019
INV-EU-2024-02657,WO-2024-M12-02657,2024-06-01,Germany,Taiwan,TW2066561526,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,41988,2676.77,2886.71,18871
INV-EU-2024-02658,WO-2024-M12-02658,2024-06-01,Germany,Taiwan,TW2066669117,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,26623,1697.26,1830.38,9861
INV-EU-2024-02659,WO-2024-M10-02659,2024-06-01,Spain,Taiwan,TW2066410932,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,20977,356.61,374.44,2235
INV-EU-2024-02668,WO-2024-M10-02668,2024-06-01,Germany,Taiwan,TW2066444613,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,39428,670.28,703.79,4973
INV-EU-2024-02672,WO-2024-M10-02672,2024-06-01,Italy,Taiwan,TW2066279170,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,20426,347.25,364.61,1503
INV-EU-2024-02677,WO-2024-M12-02677,2024-06-01,Netherlands,Taiwan,TW2066323243,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,12327,785.87,847.5,3890
INV-EU-2024-02680,WO-2024-M10-02680,2024-06-01,France,Taiwan,TW2066198798,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,47813,812.83,853.47,3934
INV-EU-2024-02682,WO-2024-M12-02682,2024-06-01,Germany,Taiwan,TW2066822806,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,48876,3115.86,3360.24,10687
INV-EU-2024-02692,WO-2024-CS-02692,2024-06-01,Netherlands,Taiwan,TW2066394512,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,42953,11683.33,12542.39,90428
INV-EU-2024-02695,WO-2024-M12-02695,2024-06-01,Spain,Taiwan,TW2066207238,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,39673,2529.19,2727.56,14947
INV-EU-2024-02700,WO-2024-M12-02700,2024-06-01,Spain,Taiwan,TW2066205658,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,19373,1235.08,1331.94,4088
INV-EU-2024-02708,WO-2024-CS-02708,2024-06-01,Italy,Taiwan,TW2066335138,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,38397,10444.18,11212.12,82195
INV-EU-2024-02749,WO-2024-CS-02749,2024-06-01,Netherlands,Taiwan,TW2066227914,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,26003,7072.92,7592.98,33879
INV-EU-2024-02752,WO-2024-M12-02752,2024-06-01,Spain,Taiwan,TW2066712118,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,26470,1687.52,1819.87,10547
INV-EU-2024-02619,WO-2024-CS-02619,2024-06-02,France,Taiwan,TW2066713845,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,15887,4321.44,4639.18,24675
INV-EU-2024-02624,WO-2024-M12-02624,2024-06-02,Netherlands,Taiwan,TW2066234691,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,36879,2351.08,2535.47,10838
INV-EU-2024-02628,WO-2024-M10-02628,2024-06-02,Germany,Taiwan,TW2066915807,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,37108,630.84,662.38,2346
INV-EU-2024-02653,WO-2024-M12-02653,2024-06-02,Netherlands,Taiwan,TW2066478437,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,31883,2032.6,2192.01,10345
INV-EU-2024-02681,WO-2024-M10-02681,2024-06-02,Spain,Taiwan,TW2066404021,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,26619,452.53,475.16,2375
INV-EU-2024-02689,WO-2024-CS-02689,2024-06-02,Spain,Taiwan,TW2066376227,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,15486,4212.27,4521.99,29317
INV-EU-2024-02691,WO-2024-M10-02691,2024-06-02,Netherlands,Taiwan,TW2066276585,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,32238,548.06,575.46,2241
INV-EU-2024-02718,WO-2024-M12-02718,2024-06-02,France,Taiwan,TW2066772530,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,36833,2348.15,2532.32,14441
INV-EU-2024-02722,WO-2024-M10-02722,2024-06-02,Italy,Taiwan,TW2066598755,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,12302,209.14,219.6,1097
INV-EU-2024-02740,WO-2024-M12-02740,2024-06-02,Italy,Taiwan,TW2066507908,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,41814,2665.69,2874.76,15514
INV-EU-2024-02746,WO-2024-CS-02746,2024-06-02,Spain,Taiwan,TW2066287159,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,30621,8329.1,8941.52,47975
INV-EU-2024-02636,WO-2024-M12-02636,2024-06-03,France,Taiwan,TW2066581386,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,22877,1458.42,1572.81,9406
INV-EU-2024-02637,WO-2024-M10-02637,2024-06-03,Italy,Taiwan,TW2066139850,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,49338,838.76,880.7,5426
INV-EU-2024-02655,WO-2024-CS-02655,2024-06-03,France,Taiwan,TW2066936570,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,44573,12124.04,13015.5,96022
INV-EU-2024-02669,WO-2024-M12-02669,2024-06-03,France,Taiwan,TW2066886466,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,31425,2003.36,2160.48,10217
INV-EU-2024-02670,WO-2024-M10-02670,2024-06-03,France,Taiwan,TW2066826109,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,35360,601.13,631.19,3546
INV-EU-2024-02675,WO-2024-M10-02675,2024-06-03,Netherlands,Taiwan,TW2066109807,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,47874,813.87,854.56,2596
INV-EU-2024-02687,WO-2024-M10-02687,2024-06-03,France,Taiwan,TW2066454636,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,45554,774.43,813.15,3725
INV-EU-2024-02710,WO-2024-CS-02710,2024-06-03,Netherlands,Taiwan,TW2066138475,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,26844,7301.74,7838.62,32711
INV-EU-2024-02713,WO-2024-M10-02713,2024-06-03,Spain,Taiwan,TW2066221264,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,15157,257.67,270.55,1267
INV-EU-2024-02715,WO-2024-M12-02715,2024-06-03,Netherlands,Taiwan,TW2066743539,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,25148,1603.24,1728.98,7406
INV-EU-2024-02717,WO-2024-CS-02717,2024-06-03,Spain,Taiwan,TW2066974014,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,25808,7019.95,7536.11,50894
INV-EU-2024-02727,WO-2024-M12-02727,2024-06-03,France,Taiwan,TW2066274014,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,45367,2892.15,3118.99,10961
INV-EU-2024-02737,WO-2024-CS-02737,2024-06-03,Germany,Taiwan,TW2066591728,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,25099,6827.07,7329.05,31814
INV-EU-2024-02741,WO-2024-CS-02741,2024-06-03,Netherlands,Taiwan,TW2066990411,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,24321,6615.58,7102,43861
INV-EU-2024-02762,WO-2024-M10-02762,2024-06-03,Italy,Taiwan,TW2066400102,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,13098,222.67,233.8,1166
INV-EU-2024-02763,WO-2024-M10-02763,2024-06-03,France,Taiwan,TW2066148406,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,38187,649.19,681.65,3025
INV-EU-2024-02764,WO-2024-M10-02764,2024-06-03,Spain,Taiwan,TW2066143400,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,12213,207.63,218.01,1206
INV-EU-2024-02765,WO-2024-M10-02765,2024-06-03,Germany,Taiwan,TW2066776915,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,27604,469.27,492.73,3059
INV-EU-2024-02772,WO-2024-M10-02772,2024-06-03,Spain,Taiwan,TW2066647978,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,28755,488.85,513.29,2165
INV-EU-2024-02775,WO-2024-CS-02775,2024-06-03,Germany,Taiwan,TW2066872348,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,35163,9564.57,10267.83,57196
INV-EU-2024-02654,WO-2024-M10-02654,2024-06-04,Spain,Taiwan,TW2066895639,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,28177,479.01,502.96,1484
INV-EU-2024-02656,WO-2024-CS-02656,2024-06-04,Netherlands,Taiwan,TW2066586983,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,12146,3303.72,3546.64,16782
INV-EU-2024-02660,WO-2024-M10-02660,2024-06-04,Italy,Taiwan,TW2066475788,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,34292,582.97,612.12,2145
INV-EU-2024-02663,WO-2024-CS-02663,2024-06-04,Italy,Taiwan,TW2066579293,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,43461,11821.44,12690.66,69982
INV-EU-2024-02664,WO-2024-M12-02664,2024-06-04,Germany,Taiwan,TW2066977256,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,19995,1274.72,1374.69,6118
INV-EU-2024-02665,WO-2024-M12-02665,2024-06-04,France,Taiwan,TW2066424060,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,41160,2623.98,2829.78,16163
INV-EU-2024-02667,WO-2024-M10-02667,2024-06-04,Spain,Taiwan,TW2066245490,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,48125,818.13,859.04,3575
INV-EU-2024-02685,WO-2024-CS-02685,2024-06-04,Netherlands,Taiwan,TW2066464326,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,46860,12746.18,13683.38,77751
INV-EU-2024-02688,WO-2024-M12-02688,2024-06-04,Italy,Taiwan,TW2066736310,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,25730,1640.32,1768.97,11400
INV-EU-2024-02696,WO-2024-M12-02696,2024-06-04,France,Taiwan,TW2066215691,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,46494,2964.04,3196.51,15650
INV-EU-2024-02703,WO-2024-CS-02703,2024-06-04,France,Taiwan,TW2066437694,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,44082,11990.57,12872.21,91488
INV-EU-2024-02709,WO-2024-CS-02709,2024-06-04,France,Taiwan,TW2066512792,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,18231,4958.99,5323.61,33919
INV-EU-2024-02719,WO-2024-M12-02719,2024-06-04,Spain,Taiwan,TW2066279950,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,41706,2658.8,2867.33,10821
INV-EU-2024-02720,WO-2024-M12-02720,2024-06-04,Netherlands,Taiwan,TW2066338548,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,10497,669.24,721.73,3540
INV-EU-2024-02724,WO-2024-M10-02724,2024-06-04,Italy,Taiwan,TW2066838926,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,26168,444.86,467.1,1694
INV-EU-2024-02728,WO-2024-M12-02728,2024-06-04,Spain,Taiwan,TW2066152134,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,46297,2951.46,3182.95,11923
INV-EU-2024-02736,WO-2024-M12-02736,2024-06-04,France,Taiwan,TW2066118034,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,19542,1245.86,1343.57,9755
INV-EU-2024-02753,WO-2024-CS-02753,2024-06-04,Germany,Taiwan,TW2066803524,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,41296,11232.52,12058.44,77841
INV-EU-2024-02773,WO-2024-M10-02773,2024-06-04,Italy,Taiwan,TW2066231890,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,41771,710.11,745.62,3515
INV-EU-2024-02784,WO-2024-M12-02784,2024-06-04,Germany,Taiwan,TW2066412440,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,37637,2399.42,2587.61,8038
INV-EU-2024-02793,WO-2024-M12-02793,2024-06-04,Netherlands,Taiwan,TW2066144661,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,46417,2959.12,3191.2,9646
INV-EU-2024-02671,WO-2024-CS-02671,2024-06-05,Germany,Taiwan,TW2066161441,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,32890,8946.13,9603.93,47325
INV-EU-2024-02678,WO-2024-M10-02678,2024-06-05,Italy,Taiwan,TW2066200372,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,38677,657.51,690.39,3419
INV-EU-2024-02690,WO-2024-M10-02690,2024-06-05,Italy,Taiwan,TW2066739979,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,45793,778.49,817.41,4437
INV-EU-2024-02693,WO-2024-M10-02693,2024-06-05,France,Taiwan,TW2066254125,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,26663,453.28,475.94,1613
INV-EU-2024-02697,WO-2024-CS-02697,2024-06-05,Spain,Taiwan,TW2066354738,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,35874,9757.73,10475.21,75036
INV-EU-2024-02714,WO-2024-M10-02714,2024-06-05,Netherlands,Taiwan,TW2066808582,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,24304,413.18,433.84,1450
INV-EU-2024-02716,WO-2024-M10-02716,2024-06-05,Netherlands,Taiwan,TW2066951453,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,30085,511.46,537.03,3191
INV-EU-2024-02726,WO-2024-M10-02726,2024-06-05,Spain,Taiwan,TW2066126562,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,32211,547.6,574.98,1697
INV-EU-2024-02730,WO-2024-CS-02730,2024-06-05,Germany,Taiwan,TW2066876471,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,39366,10707.81,11495.13,58143
INV-EU-2024-02733,WO-2024-CS-02733,2024-06-05,Spain,Taiwan,TW2066786921,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,34424,9363.57,10052.05,45132
INV-EU-2024-02734,WO-2024-M10-02734,2024-06-05,Germany,Taiwan,TW2066617527,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,44758,760.9,798.94,5470
INV-EU-2024-02739,WO-2024-M12-02739,2024-06-05,Spain,Taiwan,TW2066424525,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,23436,1494.08,1611.26,6200
INV-EU-2024-02742,WO-2024-M10-02742,2024-06-05,Spain,Taiwan,TW2066842750,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,23075,392.28,411.89,3004
INV-EU-2024-02744,WO-2024-CS-02744,2024-06-05,France,Taiwan,TW2066395124,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,15348,4174.72,4481.68,33105
INV-EU-2024-02745,WO-2024-M12-02745,2024-06-05,Spain,Taiwan,TW2066987530,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,29266,1865.73,2012.06,13395
INV-EU-2024-02748,WO-2024-M12-02748,2024-06-05,France,Taiwan,TW2066496820,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,13032,830.81,895.97,4619
INV-EU-2024-02754,WO-2024-M12-02754,2024-06-05,Netherlands,Taiwan,TW2066523907,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,28659,1827.04,1970.34,7235
INV-EU-2024-02759,WO-2024-M10-02759,2024-06-05,France,Taiwan,TW2066760893,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,36372,618.34,649.26,2714
INV-EU-2024-02761,WO-2024-CS-02761,2024-06-05,Netherlands,Taiwan,TW2066735485,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,46836,12739.64,13676.36,92871
INV-EU-2024-02766,WO-2024-CS-02766,2024-06-05,Netherlands,Taiwan,TW2066586856,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,42490,11557.52,12407.32,75008
INV-EU-2024-02767,WO-2024-M12-02767,2024-06-05,France,Taiwan,TW2066185535,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,45429,2896.12,3123.26,13322
INV-EU-2024-02783,WO-2024-CS-02783,2024-06-05,Germany,Taiwan,TW2066449755,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,36508,9930.36,10660.52,29890
INV-EU-2024-02785,WO-2024-CS-02785,2024-06-05,Spain,Taiwan,TW2066587677,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,46900,12756.95,13694.95,83302
INV-EU-2024-02794,WO-2024-M12-02794,2024-06-05,Spain,Taiwan,TW2066965007,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,31168,1987.01,2142.85,11385
INV-EU-2024-02802,WO-2024-M10-02802,2024-06-05,Italy,Taiwan,TW2066989865,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,10432,177.36,186.23,1184
INV-EU-2024-02699,WO-2024-M12-02699,2024-06-06,Italy,Taiwan,TW2066992423,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,18476,1177.86,1270.24,7008
